<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
23/11/18,111080,111090,111030,111060
23/11/18,111060,111060,111010,111030
23/11/18,111040,111070,111040,111070
23/11/18,111070,111070,111050,111070
23/11/18,111080,111090,111070,111090
23/11/18,111090,111100,111090,111100
23/11/18,111100,111110,111100,111100
23/11/18,111100,111110,111100,111110
23/11/18,111110,111110,111090,111100
23/11/18,111090,111100,111080,111100
23/11/18,111090,111100,111090,111090
23/11/18,111100,111100,111070,111100
23/11/18,111100,111100,111080,111090
23/11/18,111090,111090,111070,111090
23/11/18,111090,111090,111070,111080
23/11/18,111090,111090,111080,111090
23/11/18,111080,111090,111080,111090
23/11/18,111090,111090,111090,111090
23/11/18,111090,111110,111090,111110
23/11/18,111110,111110,111100,111110
23/11/18,111110,111110,111070,111080
23/11/18,111080,111080,111040,111040
23/11/18,111030,111030,111010,111010
23/11/18,111020,111060,111010,111060
23/11/18,111060,111060,111050,111060
23/11/18,111060,111060,111050,111050
23/11/18,111060,111070,111050,111070
23/11/18,111070,111090,111070,111090
23/11/18,111090,111090,111080,111080
23/11/18,111090,111090,111080,111090
23/11/18,111080,111090,111070,111070
23/11/18,111080,111080,111050,111050
23/11/18,111060,111060,111040,111060
23/11/18,111060,111060,111040,111060
23/11/18,111050,111060,111050,111050
23/11/18,111060,111060,111050,111050
23/11/18,111050,111070,111040,111060
23/11/18,111050,111080,111050,111060
23/11/18,111080,111090,111070,111080
23/11/18,111080,111100,111080,111090
23/11/18,111100,111100,111100,111100
23/11/18,111100,111100,111090,111090
23/11/18,111100,111100,111100,111100
23/11/18,111090,111110,111090,111110
23/11/18,111110,111110,111100,111110
23/11/18,111110,111140,111110,111130
23/11/18,111130,111140,111130,111140
23/11/18,111140,111150,111140,111150
23/11/18,111150,111150,111140,111150
23/11/18,111140,111140,111110,111120
23/11/18,111120,111120,111100,111110
23/11/18,111110,111130,111110,111120
23/11/18,111130,111140,111130,111140
23/11/18,111140,111220,111140,111220
23/11/18,111220,111280,111200,111250
23/11/18,111260,111300,111250,111260
23/11/18,111270,111300,111270,111270
23/11/18,111290,111310,111270,111280
23/11/18,111290,111300,111280,111300
23/11/18,111290,111300,111280,111290
23/11/18,111300,111300,111290,111290
23/11/18,111290,111330,111290,111300
23/11/18,111300,111300,111270,111280
23/11/18,111270,111330,111270,111290
23/11/18,111300,111300,111290,111300
23/11/18,111300,111300,111290,111290
23/11/18,111290,111300,111290,111300
23/11/18,111290,111310,111290,111310
23/11/18,111290,111300,111290,111300
23/11/18,111290,111310,111290,111300
23/11/18,111310,111310,111290,111300
23/11/18,111290,111290,111290,111290
23/11/18,111290,111300,111280,111300
23/11/18,111300,111310,111290,111310
23/11/18,111310,111310,111290,111290
23/11/18,111300,111300,111300,111300
23/11/18,111290,111290,111260,111260
23/11/18,111260,111300,111260,111280
23/11/18,111280,111290,111280,111290
23/11/18,111290,111300,111270,111270
23/11/18,111290,111290,111270,111270
23/11/18,111270,111280,111270,111270
23/11/18,111280,111300,111270,111290
23/11/18,111290,111330,111290,111320
23/11/18,111330,111330,111310,111320
23/11/18,111310,111370,111310,111350
23/11/18,111350,111380,111350,111370
23/11/18,111370,111380,111360,111370
23/11/18,111360,111380,111340,111360
23/11/18,111360,111370,111330,111360
23/11/18,111370,111370,111360,111370
23/11/18,111370,111370,111360,111360
23/11/18,111370,111370,111340,111340
23/11/18,111340,111350,111320,111320
23/11/18,111330,111350,111330,111330
23/11/18,111340,111360,111340,111350
23/11/18,111350,111360,111330,111330
23/11/18,111350,111360,111330,111340
23/11/18,111350,111350,111330,111330
23/11/18,111350,111370,111320,111350
23/11/18,111360,111390,111340,111380
23/11/18,111360,111430,111360,111430
23/11/18,111440,111480,111300,111300
04/12/18,115150,115470,114920,115170
04/12/18,115180,115220,115020,115150
04/12/18,115150,115190,115100,115160
04/12/18,115160,115200,115050,115050
04/12/18,115050,115110,114910,115110
04/12/18,115080,115130,115000,115080
04/12/18,115070,115140,115050,115120
04/12/18,115110,115140,115030,115060
04/12/18,115070,115080,114970,115010
04/12/18,115000,115020,114940,115010
04/12/18,115000,115040,114970,114990
04/12/18,114980,115020,114960,114980
04/12/18,114990,115060,114990,114990
04/12/18,115000,115010,114920,114930
04/12/18,114930,114940,114820,114860
04/12/18,114860,114930,114810,114890
04/12/18,114890,114960,114870,114940
04/12/18,114930,114940,114870,114910
04/12/18,114890,114930,114870,114920
04/12/18,114920,115000,114900,114990
04/12/18,114990,115020,114900,114980
04/12/18,114990,115000,114920,114960
04/12/18,114950,115030,114910,115010
04/12/18,115010,115090,114980,115070
04/12/18,115060,115100,115020,115020
04/12/18,115020,115090,115000,115030
04/12/18,115020,115110,115020,115070
04/12/18,115070,115080,115000,115000
04/12/18,115000,115020,114960,114980
04/12/18,114980,115010,114960,114970
04/12/18,114980,115010,114940,114990
04/12/18,115000,115000,114980,114990
04/12/18,114990,115050,114990,115040
04/12/18,115040,115050,114940,114980
04/12/18,114980,114990,114880,114900
04/12/18,114900,114940,114870,114930
04/12/18,114930,114960,114920,114950
04/12/18,114950,114980,114930,114970
04/12/18,114970,114980,114930,114980
04/12/18,114980,114990,114940,114940
04/12/18,114940,114970,114900,114970
04/12/18,114960,114980,114930,114970
04/12/18,114970,115010,114940,114970
04/12/18,114970,115030,114940,114960
04/12/18,114960,115000,114940,114960
04/12/18,114950,114960,114900,114930
04/12/18,114940,114980,114920,114950
04/12/18,114940,114970,114910,114970
04/12/18,114970,115020,114960,115010
04/12/18,115010,115060,114970,115000
04/12/18,115010,115020,114960,114960
04/12/18,114970,115020,114970,115020
04/12/18,115010,115030,115000,115020
04/12/18,115020,115020,114930,114930
04/12/18,114930,114980,114910,114930
04/12/18,114920,114930,114870,114920
04/12/18,114920,114940,114890,114920
04/12/18,114920,114920,114870,114890
04/12/18,114880,114910,114840,114870
04/12/18,114860,114900,114830,114830
04/12/18,114850,115010,114820,114990
04/12/18,114990,115010,114930,115000
04/12/18,115000,115050,114980,115020
04/12/18,115030,115040,114990,115040
04/12/18,115040,115080,115020,115080
04/12/18,115060,115100,115010,115100
04/12/18,115090,115100,115060,115090
04/12/18,115070,115080,114980,115030
04/12/18,115030,115040,115000,115020
04/12/18,115000,115020,114980,115000
04/12/18,114990,115010,114960,114980
04/12/18,114980,115050,114980,115030
04/12/18,115030,115080,115020,115080
04/12/18,115090,115140,115050,115110
04/12/18,115100,115100,115050,115090
04/12/18,115100,115140,115090,115130
04/12/18,115140,115160,115080,115140
04/12/18,115150,115170,115100,115120
04/12/18,115130,115140,115100,115130
04/12/18,115140,115150,115110,115150
04/12/18,115150,115160,115130,115150
04/12/18,115150,115230,115130,115230
04/12/18,115220,115220,115160,115210
04/12/18,115210,115290,115210,115280
04/12/18,115280,115300,115230,115240
04/12/18,115250,115320,115250,115310
04/12/18,115310,115350,115280,115300
04/12/18,115290,115320,115260,115270
04/12/18,115260,115290,115240,115280
04/12/18,115290,115290,115230,115250
04/12/18,115260,115290,115220,115240
04/12/18,115240,115250,115220,115250
04/12/18,115240,115310,115230,115240
04/12/18,115240,115260,115220,115230
04/12/18,115240,115240,115210,115240
04/12/18,115240,115250,115200,115250
04/12/18,115250,115280,115210,115210
04/12/18,115210,115240,115200,115230
04/12/18,115230,115280,115220,115250
04/12/18,115240,115260,115170,115200
04/12/18,115200,115240,115170,115220
04/12/18,115220,115220,115160,115210
04/12/18,115200,115240,115190,115220
04/12/18,115230,115260,115210,115260
04/12/18,115260,115290,115250,115280
04/12/18,115280,115310,115240,115310
04/12/18,115310,115410,115300,115370
04/12/18,115380,115410,115330,115390
04/12/18,115390,115440,115390,115430
04/12/18,115430,115500,115430,115480
04/12/18,115490,115550,115470,115520
04/12/18,115520,115530,115470,115510
04/12/18,115510,115530,115450,115490
04/12/18,115490,115500,115460,115470
04/12/18,115480,115580,115480,115560
04/12/18,115550,115620,115520,115620
04/12/18,115610,115640,115570,115610
04/12/18,115610,115630,115560,115590
04/12/18,115590,115750,115570,115710
04/12/18,115720,115830,115710,115750
04/12/18,115750,115810,115720,115750
04/12/18,115760,115770,115700,115710
04/12/18,115710,115770,115700,115740
04/12/18,115730,115750,115680,115690
04/12/18,115690,115730,115660,115670
04/12/18,115670,115680,115630,115670
04/12/18,115660,115700,115620,115640
04/12/18,115650,115690,115630,115660
04/12/18,115660,115670,115590,115590
04/12/18,115590,115620,115570,115620
04/12/18,115610,115630,115560,115560
04/12/18,115570,115610,115550,115590
04/12/18,115600,115610,115560,115610
04/12/18,115600,115640,115590,115620
04/12/18,115620,115630,115560,115590
04/12/18,115590,115610,115510,115530
04/12/18,115540,115580,115530,115550
04/12/18,115550,115570,115520,115530
04/12/18,115530,115540,115450,115480
04/12/18,115470,115510,115460,115480
04/12/18,115470,115520,115460,115520
04/12/18,115530,115540,115470,115500
04/12/18,115500,115510,115470,115500
04/12/18,115500,115500,115460,115470
04/12/18,115470,115500,115430,115480
04/12/18,115480,115490,115420,115470
04/12/18,115470,115490,115430,115460
04/12/18,115460,115490,115420,115430
04/12/18,115440,115460,115420,115460
04/12/18,115440,115490,115440,115470
04/12/18,115470,115580,115470,115540
04/12/18,115530,115580,115510,115530
04/12/18,115530,115530,115480,115500
04/12/18,115490,115520,115460,115470
04/12/18,115480,115500,115460,115470
04/12/18,115470,115500,115420,115450
04/12/18,115470,115560,115460,115520
04/12/18,115530,115540,115420,115480
04/12/18,115480,115480,115370,115380
04/12/18,115380,115480,115370,115460
04/12/18,115470,115510,115420,115420
04/12/18,115440,115460,115360,115450
04/12/18,115450,115450,115360,115390
04/12/18,115390,115410,115360,115360
04/12/18,115360,115420,115360,115400
04/12/18,115400,115410,115370,115410
04/12/18,115420,115450,115410,115440
04/12/18,115450,115450,115420,115440
04/12/18,115440,115480,115430,115460
04/12/18,115460,115530,115450,115520
04/12/18,115520,115530,115450,115490
04/12/18,115500,115560,115480,115540
04/12/18,115540,115620,115520,115600
04/12/18,115580,115690,115580,115620
04/12/18,115630,115680,115580,115610
04/12/18,115610,115640,115560,115580
04/12/18,115590,115630,115590,115610
04/12/18,115610,115630,115570,115580
04/12/18,115580,115580,115550,115570
04/12/18,115570,115590,115550,115580
04/12/18,115590,115620,115540,115600
04/12/18,115600,115610,115540,115550
04/12/18,115560,115570,115450,115460
04/12/18,115460,115490,115410,115440
04/12/18,115440,115520,115440,115520
04/12/18,115520,115520,115420,115460
04/12/18,115460,115500,115450,115470
04/12/18,115490,115490,115470,115470
04/12/18,115480,115530,115480,115500
04/12/18,115500,115500,115450,115480
04/12/18,115480,115510,115470,115510
04/12/18,115510,115530,115460,115470
04/12/18,115470,115490,115430,115470
04/12/18,115460,115490,115400,115490
04/12/18,115480,115540,115470,115520
04/12/18,115530,115530,115490,115500
04/12/18,115500,115520,115500,115510
04/12/18,115520,115550,115520,115530
04/12/18,115530,115530,115500,115520
04/12/18,115510,115520,115440,115450
04/12/18,115450,115490,115440,115490
04/12/18,115490,115490,115460,115480
04/12/18,115480,115540,115480,115530
04/12/18,115530,115560,115520,115560
04/12/18,115560,115560,115500,115540
04/12/18,115540,115540,115520,115530
04/12/18,115540,115550,115510,115540
04/12/18,115540,115540,115490,115540
04/12/18,115540,115560,115530,115540
04/12/18,115530,115600,115530,115600
04/12/18,115590,115620,115570,115610
04/12/18,115610,115630,115540,115550
04/12/18,115550,115570,115520,115560
04/12/18,115560,115570,115530,115550
04/12/18,115550,115560,115520,115520
04/12/18,115520,115590,115520,115570
04/12/18,115570,115600,115540,115550
04/12/18,115550,115570,115530,115570
04/12/18,115570,115570,115540,115540
04/12/18,115540,115560,115410,115460
04/12/18,115450,115530,115450,115520
04/12/18,115520,115590,115510,115570
04/12/18,115580,115580,115510,115520
04/12/18,115520,115550,115500,115510
04/12/18,115510,115540,115490,115500
04/12/18,115490,115510,115470,115500
04/12/18,115500,115500,115460,115460
04/12/18,115470,115480,115440,115470
04/12/18,115460,115480,115420,115460
04/12/18,115470,115470,115410,115460
04/12/18,115470,115490,115440,115450
04/12/18,115450,115490,115450,115480
04/12/18,115480,115490,115470,115490
04/12/18,115480,115480,115410,115420
04/12/18,115420,115460,115410,115440
04/12/18,115450,115460,115390,115460
04/12/18,115440,115470,115430,115460
04/12/18,115460,115480,115450,115470
04/12/18,115470,115490,115460,115470
04/12/18,115490,115530,115490,115510
04/12/18,115530,115570,115520,115570
04/12/18,115560,115600,115550,115570
04/12/18,115580,115600,115540,115560
04/12/18,115560,115600,115560,115600
04/12/18,115600,115600,115530,115600
04/12/18,115600,115600,115570,115600
04/12/18,115600,115620,115580,115610
04/12/18,115620,115620,115570,115580
04/12/18,115580,115600,115550,115570
04/12/18,115590,115620,115580,115620
04/12/18,115620,115630,115570,115570
04/12/18,115570,115680,115570,115670
04/12/18,115670,115680,115610,115610
04/12/18,115620,115690,115600,115660
04/12/18,115670,115690,115650,115670
04/12/18,115670,115680,115620,115680
04/12/18,115670,115690,115660,115660
04/12/18,115670,115680,115650,115660
04/12/18,115670,115690,115630,115640
04/12/18,115650,115660,115630,115640
04/12/18,115640,115650,115620,115640
04/12/18,115640,115640,115600,115620
04/12/18,115610,115630,115600,115610
04/12/18,115610,115630,115600,115620
04/12/18,115610,115660,115580,115580
04/12/18,115580,115660,115580,115620
04/12/18,115620,115640,115580,115610
04/12/18,115620,115620,115580,115580
04/12/18,115580,115590,115560,115590
04/12/18,115590,115630,115570,115620
04/12/18,115620,115630,115590,115630
04/12/18,115620,115620,115570,115590
04/12/18,115600,115600,115570,115590
04/12/18,115600,115630,115590,115590
04/12/18,115600,115650,115600,115650
04/12/18,115640,115650,115610,115610
04/12/18,115600,115610,115550,115600
04/12/18,115610,115630,115600,115620
04/12/18,115610,115610,115580,115580
04/12/18,115590,115600,115530,115570
04/12/18,115570,115580,115530,115530
04/12/18,115530,115550,115510,115520
04/12/18,115520,115560,115500,115530
04/12/18,115530,115550,115470,115480
04/12/18,115490,115500,115460,115490
04/12/18,115490,115550,115470,115480
04/12/18,115490,115510,115470,115500
04/12/18,115490,115500,115460,115480
04/12/18,115480,115480,115430,115480
04/12/18,115460,115460,115400,115450
04/12/18,115450,115460,115410,115410
04/12/18,115410,115430,115370,115410
04/12/18,115400,115430,115390,115400
04/12/18,115400,115440,115380,115420
04/12/18,115430,115440,115410,115440
04/12/18,115440,115440,115410,115410
04/12/18,115420,115470,115410,115440
04/12/18,115430,115430,115390,115420
04/12/18,115410,115440,115390,115430
04/12/18,115430,115460,115420,115440
04/12/18,115440,115500,115440,115460
04/12/18,115460,115530,115460,115480
04/12/18,115490,115510,115480,115500
04/12/18,115500,115510,115460,115480
04/12/18,115490,115500,115460,115460
04/12/18,115470,115470,115430,115450
04/12/18,115430,115460,115420,115430
04/12/18,115430,115430,115270,115340
04/12/18,115330,115340,115290,115320
04/12/18,115310,115330,115210,115270
04/12/18,115270,115300,115250,115290
04/12/18,115280,115340,115280,115340
04/12/18,115330,115340,115310,115320
04/12/18,115310,115330,115280,115320
04/12/18,115330,115340,115310,115320
04/12/18,115330,115370,115320,115360
04/12/18,115360,115400,115360,115390
04/12/18,115390,115400,115340,115360
04/12/18,115370,115390,115360,115390
04/12/18,115380,115430,115380,115400
04/12/18,115410,115450,115400,115440
04/12/18,115420,115430,115370,115370
04/12/18,115380,115410,115350,115400
04/12/18,115390,115440,115380,115410
04/12/18,115430,115440,115410,115420
04/12/18,115430,115440,115410,115410
04/12/18,115420,115420,115370,115370
04/12/18,115380,115390,115370,115390
04/12/18,115380,115390,115370,115390
04/12/18,115390,115420,115390,115410
04/12/18,115400,115430,115370,115370
04/12/18,115370,115410,115360,115410
04/12/18,115400,115430,115380,115380
04/12/18,115390,115430,115380,115410
04/12/18,115410,115420,115360,115380
04/12/18,115390,115400,115360,115380
04/12/18,115380,115390,115350,115370
04/12/18,115370,115400,115360,115390
04/12/18,115390,115400,115370,115390
04/12/18,115390,115430,115390,115410
04/12/18,115410,115430,115380,115410
04/12/18,115410,115430,115380,115380
04/12/18,115400,115420,115390,115420
04/12/18,115420,115430,115410,115430
04/12/18,115420,115430,115390,115420
04/12/18,115420,115430,115390,115400
04/12/18,115390,115410,115380,115400
04/12/18,115390,115410,115370,115390
04/12/18,115390,115400,115380,115380
04/12/18,115390,115410,115380,115390
04/12/18,115390,115400,115360,115390
04/12/18,115380,115420,115380,115420
04/12/18,115420,115430,115400,115410
04/12/18,115390,115400,115340,115360
04/12/18,115370,115380,115330,115360
04/12/18,115370,115390,115320,115330
04/12/18,115340,115360,115310,115340
04/12/18,115340,115340,115280,115300
04/12/18,115290,115310,115260,115270
04/12/18,115270,115300,115240,115290
04/12/18,115290,115350,115290,115340
04/12/18,115330,115340,115250,115270
04/12/18,115270,115300,115260,115270
04/12/18,115270,115280,115250,115270
04/12/18,115280,115280,115260,115260
04/12/18,115250,115320,115250,115300
04/12/18,115300,115310,115270,115290
04/12/18,115280,115310,115280,115300
04/12/18,115280,115310,115250,115310
04/12/18,115310,115330,115280,115280
04/12/18,115280,115290,115240,115240
04/12/18,115250,115280,115230,115270
04/12/18,115280,115310,115270,115280
04/12/18,115290,115320,115280,115310
04/12/18,115310,115320,115290,115310
04/12/18,115320,115330,115260,115260
04/12/18,115270,115290,115250,115270
04/12/18,115270,115290,115120,115230
04/12/18,115240,115270,115220,115250
04/12/18,115260,115300,115250,115270
04/12/18,115260,115320,115260,115290
04/12/18,115300,115390,115300,115340
04/12/18,115350,115370,115320,115320
04/12/18,115310,115330,115270,115290
04/12/18,115280,115330,115280,115300
04/12/18,115290,115340,115270,115280
04/12/18,115280,115290,115250,115260
04/12/18,115250,115260,115190,115220
04/12/18,115210,115230,115140,115150
04/12/18,115150,115160,115020,115040
04/12/18,115040,115120,115020,115090
04/12/18,115100,115100,115040,115080
04/12/18,115080,115100,115010,115030
04/12/18,115020,115080,115010,115070
04/12/18,115060,115070,115000,115030
04/12/18,115020,115040,114960,114970
04/12/18,114960,115010,114910,114960
04/12/18,114960,114990,114950,114950
04/12/18,114940,114960,114900,114960
04/12/18,114960,114980,114940,114970
04/12/18,114980,114990,114940,114980
04/12/18,114980,115030,114950,115020
04/12/18,115020,115030,114990,115000
04/12/18,114990,115040,114980,115020
04/12/18,115030,115030,114990,115010
04/12/18,115000,115070,114980,115060
04/12/18,115050,115060,115030,115030
04/12/18,115040,115050,114990,115040
04/12/18,115040,115070,115030,115050
04/12/18,115060,115090,115030,115080
04/12/18,115060,115070,115020,115070
04/12/18,115070,115100,115030,115030
04/12/18,115040,115060,115000,115050
04/12/18,115040,115050,114970,114980
04/12/18,114990,115020,114980,115020
04/12/18,115020,115020,114950,114980
04/12/18,114970,114980,114940,114960
04/12/18,114960,114990,114960,114970
04/12/18,114960,114980,114910,114940
04/12/18,114940,115020,114940,114990
04/12/18,114990,115000,114920,114940
04/12/18,114930,114950,114910,114950
04/12/18,114950,114960,114920,114960
04/12/18,114950,115010,114950,114990
04/12/18,114990,115020,114970,114990
04/12/18,114970,114990,114920,114940
04/12/18,114940,114970,114930,114930
04/12/18,114920,114950,114910,114950
04/12/18,114940,114960,114930,114940
04/12/18,114930,114940,114920,114930
04/12/18,114920,114930,114720,114820
04/12/18,114820,114830,114700,114760
04/12/18,114760,114770,114720,114740
04/12/18,114750,114760,114680,114750
04/12/18,114750,114770,114710,114740
04/12/18,114740,114790,114710,114770
04/12/18,114780,114830,114730,114810
04/12/18,114810,114830,114770,114770
04/12/18,114770,114770,114720,114730
04/12/18,114740,114780,114680,114760
04/12/18,114760,114830,114750,114810
04/12/18,114820,114830,114790,114800
04/12/18,114810,114830,114800,114820
04/12/18,114830,114840,114800,114810
04/12/18,114810,114840,114780,114810
04/12/18,114810,114920,114810,114870
04/12/18,114890,114930,114800,114850
04/12/18,114850,114950,114850,114930
04/12/18,114920,114950,114880,114920
04/12/18,114920,114920,114850,114890
04/12/18,114890,114940,114850,114910
04/12/18,114910,114940,114880,114930
04/12/18,114930,114960,114910,114940
04/12/18,114940,114990,114920,114960
04/12/18,114970,114990,114910,114920
04/12/18,114920,114940,114900,114920
04/12/18,114910,114920,114880,114900
04/12/18,114900,114910,114800,114840
04/12/18,114850,114870,114810,114830
04/12/18,114830,114840,114800,114800
04/12/18,114810,114870,114800,114870
04/12/18,114850,114880,114840,114850
04/12/18,114840,114880,114810,114820
04/12/18,114820,114840,114800,114820
04/12/18,114820,114860,114790,114850
04/12/18,114840,114900,114830,114880
04/12/18,114890,114930,114870,114870
04/12/18,114870,114920,114850,114850
04/12/18,114860,114940,114850,114900
04/12/18,114900,114960,114890,114950
04/12/18,114950,114960,114900,114930
04/12/18,114930,114930,114880,114900
04/12/18,114900,114940,114870,114930
04/12/18,114930,115000,114920,114970
04/12/18,114980,114980,114890,114890
04/12/18,114900,114910,114850,114910
04/12/18,114910,114960,114900,114940
04/12/18,114940,115000,114940,114990
04/12/18,114990,115030,114950,114960
04/12/18,114970,114980,114890,114920
04/12/18,114920,114950,114900,114910
04/12/18,114920,114930,114900,114930
04/12/18,114930,114990,114920,114940
04/12/18,114950,115040,114950,115040
04/12/18,115030,115080,115020,115030
04/12/18,115060,115120,115030,115070
04/12/18,115070,115090,115030,115040
04/12/18,115060,115070,114920,114960
04/12/18,114970,115020,114960,115000
04/12/18,114990,115000,114910,114910
04/12/18,114920,115020,114900,114930
04/12/18,114950,114990,114940,114960
04/12/18,114960,115110,114960,114990
04/12/18,114990,115030,114970,115010
04/12/18,115010,115010,114920,114920
04/12/18,114920,114970,114910,114910
04/12/18,114920,114930,114890,114920
04/12/18,114920,114950,114860,114870
04/12/18,114880,114900,114860,114870
04/12/18,114870,114910,114850,114880
04/12/18,114890,114890,114850,114870
04/12/18,114880,114910,114860,114890
04/12/18,114890,114900,114830,114850
04/12/18,114850,114900,114810,114900
04/12/18,114880,114950,114880,114930
04/12/18,114920,114970,114870,114960
04/12/18,114970,115020,114940,114950
04/12/18,114950,114950,114890,114910
04/12/18,114920,114940,114860,114910
04/12/18,114910,114930,114890,114890
04/12/18,114890,114940,114840,114930
04/12/18,114930,114950,114910,114940
04/12/18,114950,114970,114910,114920
04/12/18,114920,114940,114910,114920
04/12/18,114920,114970,114880,114920
04/12/18,114930,114980,114910,114970
04/12/18,114960,114990,114930,114930
04/12/18,114940,114970,114930,114950
04/12/18,114960,115000,114950,114970
04/12/18,114980,115040,114950,114970
04/12/18,115050,115080,114890,114970
04/12/18,114960,115010,114950,114980
04/12/18,114990,115010,114920,114940
04/12/18,114930,114950,114900,114940
04/12/18,114940,115050,114940,115050
04/12/18,115030,115060,114990,115000
04/12/18,115010,115020,114980,114990
04/12/18,115010,115120,115000,115070
04/12/18,115070,115090,115040,115050
04/12/18,115060,115070,115040,115040
04/12/18,115030,115040,114990,115010
04/12/18,115020,115030,114980,115000
04/12/18,115000,115060,114990,115050
04/12/18,115060,115070,115030,115060
04/12/18,115050,115070,115010,115050
04/12/18,115050,115060,114990,115000
04/12/18,114980,115000,114940,114970
04/12/18,114970,115020,114940,114990
04/12/18,115000,115000,114940,114940
04/12/18,114940,114960,114920,114960
04/12/18,114940,114940,114900,114910
04/12/18,114920,114940,114900,114930
04/12/18,114920,114960,114910,114940
04/12/18,114930,114960,114900,114950
04/12/18,114950,114960,114900,114940
04/12/18,114940,114980,114930,114970
04/12/18,114970,114990,114950,114980
04/12/18,114970,115010,114960,114970
04/12/18,115000,115030,114970,115030
04/12/18,115020,115020,114970,114980
04/12/18,114980,114990,114950,114960
04/12/18,114960,114960,114900,114910
04/12/18,114900,114980,114890,114970
04/12/18,114970,114970,114870,114870
04/12/18,114880,114900,114730,114770
04/12/18,114770,114770,114500,114620
04/12/18,114610,114700,114610,114670
04/12/18,114680,114740,114660,114740
04/12/18,114730,114790,114700,114720
04/12/18,114730,114760,114720,114760
04/12/18,114750,114850,114730,114770
04/12/18,114780,114790,114730,114760
04/12/18,114770,114780,114750,114770
04/12/18,114770,114780,114720,114740
04/12/18,114740,114750,114720,114720
04/12/18,114730,114790,114720,114780
04/12/18,114780,114800,114730,114780
04/12/18,114790,114790,114760,114760
04/12/18,114760,114790,114730,114780
04/12/18,114780,114800,114760,114780
04/12/18,114780,114820,114780,114790
04/12/18,114800,114800,114730,114750
04/12/18,114750,114760,114740,114760
04/12/18,114760,114760,114740,114760
04/12/18,114770,114790,114760,114760
04/12/18,114760,114790,114740,114790
04/12/18,114790,114790,114750,114760
04/12/18,114760,114770,114700,114700
04/12/18,114700,114720,114670,114680
04/12/18,114680,114700,114640,114670
04/12/18,114660,114700,114600,114610
04/12/18,114620,114650,114570,114650
04/12/18,114640,114650,114530,114550
04/12/18,114570,114570,114500,114540
04/12/18,114530,114530,114300,114380
04/12/18,114390,114420,114290,114300
04/12/18,114300,114400,114290,114370
04/12/18,114360,114360,114200,114210
04/12/18,114200,114300,114030,114240
04/12/18,114240,114260,114090,114160
04/12/18,114150,114190,114130,114180
04/12/18,114180,114230,114150,114160
04/12/18,114160,114230,114150,114170
04/12/18,114180,114190,114030,114040
04/12/18,114050,114050,113800,113880
04/12/18,113870,113890,113720,113850
04/12/18,113840,113990,113820,113990
04/12/18,113980,114020,113930,113960
04/12/18,113960,114020,113940,113990
04/12/18,113970,114020,113970,113990
04/12/18,114000,114000,113900,113900
04/12/18,113900,114000,113900,113970
04/12/18,113950,113960,113920,113930
04/12/18,113940,113960,113900,113920
04/12/18,113910,113930,113810,113840
04/12/18,113850,113960,113800,113880
04/12/18,113860,113930,113830,113890
04/12/18,113880,113930,113800,113910
04/12/18,113920,113930,113850,113890
04/12/18,113890,113890,113800,113810
04/12/18,113810,113820,113570,113640
04/12/18,113630,113700,113620,113630
04/12/18,113650,113670,113470,113560
04/12/18,113560,113670,113530,113650
04/12/18,113640,113680,113610,113680
04/12/18,113690,113710,113630,113680
04/12/18,113700,113770,113680,113750
04/12/18,113740,113780,113730,113760
04/12/18,113740,113760,113690,113750
04/12/18,113760,113760,113650,113670
04/12/18,113660,113740,113610,113730
04/12/18,113740,113770,113700,113760
04/12/18,113760,113770,113730,113760
04/12/18,113760,113810,113750,113800
04/12/18,113790,113850,113780,113780
04/12/18,113770,113870,113770,113860
04/12/18,113870,113880,113810,113870
04/12/18,113870,113870,113820,113860
04/12/18,113860,113900,113840,113880
04/12/18,113890,113930,113870,113870
04/12/18,113880,113890,113780,113790
04/12/18,113800,113850,113790,113820
04/12/18,113820,113850,113780,113820
04/12/18,113840,113910,113840,113850
04/12/18,113830,113860,113810,113830
04/12/18,113840,113870,113830,113870
04/12/18,113870,113930,113870,113900
04/12/18,113890,113900,113840,113850
04/12/18,113840,113860,113820,113850
04/12/18,113850,113860,113800,113800
04/12/18,113790,113810,113760,113780
04/12/18,113770,113790,113750,113760
04/12/18,113750,113770,113720,113750
04/12/18,113750,113790,113750,113790
04/12/18,113800,113830,113770,113780
04/12/18,113770,113830,113770,113820
04/12/18,113810,113850,113800,113850
04/12/18,113850,113870,113810,113810
04/12/18,113820,113840,113800,113810
04/12/18,113810,113840,113800,113820
04/12/18,113810,113830,113790,113790
04/12/18,113790,113830,113750,113820
04/12/18,113790,113890,113790,113860
04/12/18,113850,113880,113850,113850
04/12/18,113850,113850,113750,113780
04/12/18,113770,113800,113760,113800
04/12/18,113790,113820,113770,113810
04/12/18,113810,113820,113790,113810
04/12/18,113820,113840,113800,113820
04/12/18,113830,113830,113800,113830
04/12/18,113840,113840,113770,113780
04/12/18,113790,113830,113790,113810
04/12/18,113820,113850,113790,113830
04/12/18,113820,113840,113790,113820
04/12/18,113820,113830,113780,113800
04/12/18,113790,113800,113750,113770
04/12/18,113760,113780,113670,113680
04/12/18,113670,113700,113520,113530
04/12/18,113530,113540,113330,113380
04/12/18,113370,113550,113340,113540
04/12/18,113530,113560,113480,113560
04/12/18,113550,113580,113540,113560
